,HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS
1820,Liverpool,Man United,H,6,3,6,4,1.362862010221465,0.6913580246913579,1.4814814814814814,0.6473594548551959
1821,Man City,Aston Villa,A,6,7,9,2,0.6814310051107325,1.5308641975308641,0.9382716049382716,0.7836456558773424
1822,Sunderland,Leeds,A,8,4,8,4,0.817717206132879,0.7901234567901233,1.3827160493827158,0.7495741056218058
1823,West Ham,Everton,A,6,7,8,2,0.817717206132879,0.9876543209876542,0.7901234567901233,1.090289608177172
1824,Charlton,Leicester,H,9,1,6,2,1.0562180579216354,0.9382716049382716,0.5432098765432098,0.9540034071550255
1825,Southampton,Ipswich,A,3,5,6,7,0.9199318568994889,1.0864197530864197,1.2839506172839505,0.9199318568994889
1826,Aston Villa,Leicester,H,5,2,10,3,0.9199318568994889,0.9876543209876542,0.5432098765432098,0.9540034071550255
1827,Aston Villa,West Ham,D,4,5,5,3,0.9199318568994889,0.9876543209876542,1.037037037037037,1.0221465076660987
1828,Derby,Chelsea,A,2,7,1,9,0.7836456558773424,1.1851851851851851,1.1851851851851851,0.8517887563884157
1829,Leeds,Southampton,H,7,2,10,1,1.2265758091993184,1.037037037037037,0.6419753086419753,0.8858603066439523
1830,Leicester,Coventry,A,4,5,4,9,0.9540034071550255,1.1358024691358024,1.0864197530864197,1.362862010221465
1831,Everton,Man City,H,7,5,8,8,0.9880749574105622,1.3333333333333333,1.037037037037037,1.1584327086882453
1832,Middlesbrough,Sunderland,D,6,4,3,2,0.6132879045996592,1.1358024691358024,1.0864197530864197,0.8517887563884157
1833,Ipswich,Liverpool,D,5,2,6,1,1.0562180579216354,0.7407407407407407,1.5308641975308641,0.8517887563884157
1834,Man United,Charlton,H,8,2,12,4,1.6695059625212947,0.5925925925925926,0.9382716049382716,1.2947189097103917
1835,Tottenham,Bradford,H,13,5,5,7,1.0562180579216354,0.7901234567901233,0.4938271604938271,1.3969335604770017
1836,Man City,Arsenal,A,2,8,7,3,0.6814310051107325,1.5308641975308641,0.8888888888888887,0.8517887563884157
1837,Bradford,Charlton,H,8,8,3,7,0.6814310051107325,1.4320987654320987,0.9382716049382716,1.2947189097103917
1838,Liverpool,Leeds,A,5,3,8,2,1.362862010221465,0.6913580246913579,1.3827160493827158,0.7495741056218058
1839,Arsenal,Middlesbrough,A,8,2,9,0,1.533219761499148,0.6419753086419753,1.2839506172839505,0.7155025553662692
1840,Aston Villa,Everton,H,5,3,5,3,0.9199318568994889,0.9876543209876542,0.7901234567901233,1.090289608177172
1841,Chelsea,Southampton,H,8,5,7,6,1.4991482112436116,0.9876543209876542,0.6419753086419753,0.8858603066439523
1842,Ipswich,Newcastle,H,5,2,9,3,1.0562180579216354,0.7407407407407407,0.8888888888888887,1.1243611584327087
1843,Leicester,Man City,A,9,3,5,1,0.9540034071550255,1.1358024691358024,1.037037037037037,1.1584327086882453
1844,Man United,Coventry,H,13,4,9,2,1.6695059625212947,0.5925925925925926,1.0864197530864197,1.362862010221465
1845,Sunderland,Tottenham,A,4,6,3,3,0.817717206132879,0.7901234567901233,0.7901234567901233,1.2947189097103917
1846,West Ham,Derby,H,10,3,3,5,0.817717206132879,0.9876543209876542,0.6913580246913579,1.192504258943782
1847,Coventry,Sunderland,H,9,3,6,3,0.47700170357751276,1.1358024691358024,1.0864197530864197,0.8517887563884157
1848,Derby,Leicester,H,6,4,5,6,0.7836456558773424,1.1851851851851851,0.5432098765432098,0.9540034071550255
1849,Everton,Liverpool,A,7,6,2,5,0.9880749574105622,1.3333333333333333,1.5308641975308641,0.8517887563884157
1850,Middlesbrough,Ipswich,A,1,5,5,4,0.6132879045996592,1.1358024691358024,1.2839506172839505,0.9199318568994889
1851,Newcastle,West Ham,H,14,6,7,5,0.8858603066439523,0.8395061728395061,1.037037037037037,1.0221465076660987
1852,Charlton,Aston Villa,D,5,8,5,7,1.0562180579216354,0.9382716049382716,0.9382716049382716,0.7836456558773424
1853,Tottenham,Chelsea,A,1,10,2,5,1.0562180579216354,0.7901234567901233,1.1851851851851851,0.8517887563884157
1854,Arsenal,Everton,H,8,2,10,0,1.533219761499148,0.6419753086419753,0.7901234567901233,1.090289608177172
1855,Aston Villa,Southampton,D,2,3,4,5,0.9199318568994889,0.9876543209876542,0.6419753086419753,0.8858603066439523
1856,Bradford,Derby,H,9,3,3,8,0.6814310051107325,1.4320987654320987,0.6913580246913579,1.192504258943782
1857,Chelsea,Charlton,A,1,2,10,3,1.4991482112436116,0.9876543209876542,0.9382716049382716,1.2947189097103917
1858,Ipswich,Coventry,H,5,2,2,3,1.0562180579216354,0.7407407407407407,1.0864197530864197,1.362862010221465
1859,Leicester,Middlesbrough,A,4,7,12,5,0.9540034071550255,1.1358024691358024,1.2839506172839505,0.7155025553662692
1860,Man United,Man City,D,6,4,3,2,1.6695059625212947,0.5925925925925926,1.037037037037037,1.1584327086882453
1861,Sunderland,Newcastle,D,10,5,4,8,0.817717206132879,0.7901234567901233,0.8888888888888887,1.1243611584327087
1862,West Ham,Leeds,A,10,7,6,6,0.817717206132879,0.9876543209876542,1.3827160493827158,0.7495741056218058
1863,Liverpool,Tottenham,H,8,5,6,4,1.362862010221465,0.6913580246913579,0.7901234567901233,1.2947189097103917
1864,Coventry,Liverpool,A,4,6,7,7,0.47700170357751276,1.1358024691358024,1.5308641975308641,0.8517887563884157
1865,Derby,Arsenal,A,2,9,4,6,0.7836456558773424,1.1851851851851851,0.8888888888888887,0.8517887563884157
1866,Everton,Bradford,H,9,4,5,2,0.9880749574105622,1.3333333333333333,0.4938271604938271,1.3969335604770017
1867,Leeds,Chelsea,H,9,5,7,2,1.2265758091993184,1.037037037037037,1.1851851851851851,0.8517887563884157
1868,Man City,West Ham,H,9,7,10,10,0.6814310051107325,1.5308641975308641,1.037037037037037,1.0221465076660987
1869,Middlesbrough,Man United,A,3,5,4,6,0.6132879045996592,1.1358024691358024,1.4814814814814814,0.6473594548551959
1870,Newcastle,Leicester,H,6,3,12,0,0.8858603066439523,0.8395061728395061,0.5432098765432098,0.9540034071550255
1871,Southampton,Sunderland,A,5,3,11,2,0.9199318568994889,1.0864197530864197,1.0864197530864197,0.8517887563884157
1872,Tottenham,Aston Villa,D,3,4,5,6,1.0562180579216354,0.7901234567901233,0.9382716049382716,0.7836456558773424
1873,Charlton,Ipswich,H,7,6,2,13,1.0562180579216354,0.9382716049382716,1.2839506172839505,0.9199318568994889
1874,Bradford,Liverpool,A,4,10,7,0,0.6814310051107325,1.4320987654320987,1.5308641975308641,0.8517887563884157
1875,Newcastle,Southampton,D,5,3,4,2,0.8858603066439523,0.8395061728395061,0.6419753086419753,0.8858603066439523
1876,Arsenal,Leeds,H,4,3,11,2,1.533219761499148,0.6419753086419753,1.3827160493827158,0.7495741056218058
1877,Aston Villa,Coventry,H,4,3,6,2,0.9199318568994889,0.9876543209876542,1.0864197530864197,1.362862010221465
1878,Bradford,Middlesbrough,D,7,9,6,6,0.6814310051107325,1.4320987654320987,1.2839506172839505,0.7155025553662692
1879,Chelsea,Everton,H,5,3,8,6,1.4991482112436116,0.9876543209876542,0.7901234567901233,1.090289608177172
1880,Leicester,Tottenham,H,9,4,6,2,0.9540034071550255,1.1358024691358024,0.7901234567901233,1.2947189097103917
1881,Liverpool,Newcastle,H,5,3,2,3,1.362862010221465,0.6913580246913579,0.8888888888888887,1.1243611584327087
1882,Man United,Derby,A,6,5,13,1,1.6695059625212947,0.5925925925925926,0.6913580246913579,1.192504258943782
1883,Sunderland,Charlton,H,11,7,8,5,0.817717206132879,0.7901234567901233,0.9382716049382716,1.2947189097103917
1884,West Ham,Southampton,H,12,3,5,1,0.817717206132879,0.9876543209876542,0.6419753086419753,0.8858603066439523
1885,Ipswich,Man City,H,7,7,9,2,1.0562180579216354,0.7407407407407407,1.037037037037037,1.1584327086882453
1886,Liverpool,Chelsea,D,8,7,6,6,1.362862010221465,0.6913580246913579,1.1851851851851851,0.8517887563884157
1887,Leeds,Bradford,H,9,7,9,7,1.2265758091993184,1.037037037037037,0.4938271604938271,1.3969335604770017
1888,Southampton,Man United,H,3,6,4,4,0.9199318568994889,1.0864197530864197,1.4814814814814814,0.6473594548551959
1889,Newcastle,Arsenal,D,2,1,4,8,0.8858603066439523,0.8395061728395061,0.8888888888888887,0.8517887563884157
1890,Charlton,Liverpool,A,10,14,10,10,1.0562180579216354,0.9382716049382716,1.5308641975308641,0.8517887563884157
1891,Coventry,Bradford,D,7,3,9,3,0.47700170357751276,1.1358024691358024,0.4938271604938271,1.3969335604770017
1892,Derby,Ipswich,D,2,6,3,11,0.7836456558773424,1.1851851851851851,1.2839506172839505,0.9199318568994889
1893,Everton,Sunderland,D,8,4,5,6,0.9880749574105622,1.3333333333333333,1.0864197530864197,0.8517887563884157
1894,Leeds,Leicester,H,11,5,12,5,1.2265758091993184,1.037037037037037,0.5432098765432098,0.9540034071550255
1895,Man City,Chelsea,A,1,3,8,7,0.6814310051107325,1.5308641975308641,1.1851851851851851,0.8517887563884157
1896,Middlesbrough,West Ham,H,7,5,5,6,0.6132879045996592,1.1358024691358024,1.037037037037037,1.0221465076660987
1897,Newcastle,Aston Villa,H,5,1,5,1,0.8858603066439523,0.8395061728395061,0.9382716049382716,0.7836456558773424
1898,Southampton,Arsenal,H,7,5,7,5,0.9199318568994889,1.0864197530864197,0.8888888888888887,0.8517887563884157
1899,Tottenham,Man United,H,3,6,3,6,1.0562180579216354,0.7901234567901233,1.4814814814814814,0.6473594548551959
1900,Charlton,Man City,H,14,4,6,6,1.0562180579216354,0.9382716049382716,1.037037037037037,1.1584327086882453
1901,Chelsea,West Ham,H,10,5,7,7,1.4991482112436116,0.9876543209876542,1.037037037037037,1.0221465076660987
1902,Coventry,Middlesbrough,A,3,9,8,4,0.47700170357751276,1.1358024691358024,1.2839506172839505,0.7155025553662692
1903,Derby,Southampton,D,4,6,5,8,0.7836456558773424,1.1851851851851851,0.6419753086419753,0.8858603066439523
1904,Leeds,Everton,H,8,6,6,4,1.2265758091993184,1.037037037037037,0.7901234567901233,1.090289608177172
1905,Leicester,Aston Villa,D,4,3,5,4,0.9540034071550255,1.1358024691358024,0.9382716049382716,0.7836456558773424
1906,Liverpool,Bradford,H,10,2,6,1,1.362862010221465,0.6913580246913579,0.4938271604938271,1.3969335604770017
1907,Sunderland,Arsenal,H,2,7,2,9,0.817717206132879,0.7901234567901233,0.8888888888888887,0.8517887563884157
1908,Tottenham,Ipswich,H,6,5,3,4,1.0562180579216354,0.7901234567901233,1.2839506172839505,0.9199318568994889
1909,Man United,Newcastle,H,9,6,7,1,1.6695059625212947,0.5925925925925926,0.8888888888888887,1.1243611584327087
1910,Arsenal,Liverpool,H,12,4,10,11,1.533219761499148,0.6419753086419753,1.5308641975308641,0.8517887563884157
1911,Bradford,Chelsea,H,3,6,6,4,0.6814310051107325,1.4320987654320987,1.1851851851851851,0.8517887563884157
1912,Ipswich,Man United,D,8,6,4,6,1.0562180579216354,0.7407407407407407,1.4814814814814814,0.6473594548551959
1913,Middlesbrough,Tottenham,D,6,4,5,5,0.6132879045996592,1.1358024691358024,0.7901234567901233,1.2947189097103917
1914,Everton,Charlton,H,8,4,3,5,0.9880749574105622,1.3333333333333333,0.9382716049382716,1.2947189097103917
1915,Man City,Sunderland,H,10,4,7,3,0.6814310051107325,1.5308641975308641,1.0864197530864197,0.8517887563884157
1916,Newcastle,Derby,H,4,5,9,6,0.8858603066439523,0.8395061728395061,0.6913580246913579,1.192504258943782
1917,Southampton,Coventry,A,4,5,6,5,0.9199318568994889,1.0864197530864197,1.0864197530864197,1.362862010221465
1918,West Ham,Leicester,A,12,2,11,5,0.817717206132879,0.9876543209876542,0.5432098765432098,0.9540034071550255
1919,Arsenal,Charlton,H,9,4,8,3,1.533219761499148,0.6419753086419753,0.9382716049382716,1.2947189097103917
1920,Bradford,Leicester,D,4,8,6,8,0.6814310051107325,1.4320987654320987,0.5432098765432098,0.9540034071550255
1921,Everton,Derby,D,9,4,11,2,0.9880749574105622,1.3333333333333333,0.6913580246913579,1.192504258943782
1922,Ipswich,Sunderland,H,5,3,7,6,1.0562180579216354,0.7407407407407407,1.0864197530864197,0.8517887563884157
1923,Man City,Coventry,A,5,8,5,5,0.6814310051107325,1.5308641975308641,1.0864197530864197,1.362862010221465
1924,Middlesbrough,Leeds,A,8,11,4,8,0.6132879045996592,1.1358024691358024,1.3827160493827158,0.7495741056218058
1925,Newcastle,Tottenham,H,6,2,4,2,0.8858603066439523,0.8395061728395061,0.7901234567901233,1.2947189097103917
1926,Southampton,Liverpool,D,7,4,7,1,0.9199318568994889,1.0864197530864197,1.5308641975308641,0.8517887563884157
1927,West Ham,Man United,D,8,5,7,5,0.817717206132879,0.9876543209876542,1.4814814814814814,0.6473594548551959
1928,Aston Villa,Chelsea,D,9,7,7,10,0.9199318568994889,0.9876543209876542,1.1851851851851851,0.8517887563884157
1929,Leeds,Man City,A,1,3,9,4,1.2265758091993184,1.037037037037037,1.037037037037037,1.1584327086882453
1930,Man United,Bradford,H,12,4,5,1,1.6695059625212947,0.5925925925925926,0.4938271604938271,1.3969335604770017
1931,Sunderland,West Ham,D,7,9,4,11,0.817717206132879,0.7901234567901233,1.037037037037037,1.0221465076660987
1932,Tottenham,Everton,H,7,6,7,5,1.0562180579216354,0.7901234567901233,0.7901234567901233,1.090289608177172
1933,Charlton,Southampton,D,6,3,10,14,1.0562180579216354,0.9382716049382716,0.6419753086419753,0.8858603066439523
1934,Chelsea,Arsenal,D,5,5,7,6,1.4991482112436116,0.9876543209876542,0.8888888888888887,0.8517887563884157
1935,Coventry,Newcastle,A,3,6,6,8,0.47700170357751276,1.1358024691358024,0.8888888888888887,1.1243611584327087
1936,Derby,Middlesbrough,D,5,4,11,5,0.7836456558773424,1.1851851851851851,1.2839506172839505,0.7155025553662692
1937,Leicester,Ipswich,H,6,3,6,2,0.9540034071550255,1.1358024691358024,1.2839506172839505,0.9199318568994889
1938,Liverpool,Aston Villa,H,7,4,8,7,1.362862010221465,0.6913580246913579,0.9382716049382716,0.7836456558773424
1939,Bradford,Arsenal,D,5,11,4,10,0.6814310051107325,1.4320987654320987,0.8888888888888887,0.8517887563884157
1940,Coventry,Leeds,D,1,5,6,6,0.47700170357751276,1.1358024691358024,1.3827160493827158,0.7495741056218058
1941,Ipswich,Aston Villa,A,5,2,5,3,1.0562180579216354,0.7407407407407407,0.9382716049382716,0.7836456558773424
1942,Leicester,Southampton,H,6,5,10,6,0.9540034071550255,1.1358024691358024,0.6419753086419753,0.8858603066439523
1943,Liverpool,Man City,H,8,7,9,4,1.362862010221465,0.6913580246913579,1.037037037037037,1.1584327086882453
1944,Man United,Sunderland,H,7,1,4,4,1.6695059625212947,0.5925925925925926,1.0864197530864197,0.8517887563884157
1945,Middlesbrough,Everton,A,5,9,7,7,0.6132879045996592,1.1358024691358024,0.7901234567901233,1.090289608177172
1946,Newcastle,Chelsea,D,4,3,5,6,0.8858603066439523,0.8395061728395061,1.1851851851851851,0.8517887563884157
1947,Derby,Charlton,D,6,6,4,11,0.7836456558773424,1.1851851851851851,0.9382716049382716,1.2947189097103917
1948,Tottenham,West Ham,H,7,5,11,3,1.0562180579216354,0.7901234567901233,1.037037037037037,1.0221465076660987
1949,Arsenal,Coventry,H,13,2,8,4,1.533219761499148,0.6419753086419753,1.0864197530864197,1.362862010221465
1950,Aston Villa,Bradford,H,7,4,5,6,0.9199318568994889,0.9876543209876542,0.4938271604938271,1.3969335604770017
1951,Charlton,Tottenham,H,5,5,7,5,1.0562180579216354,0.9382716049382716,0.7901234567901233,1.2947189097103917
1952,Everton,Man United,A,4,9,6,5,0.9880749574105622,1.3333333333333333,1.4814814814814814,0.6473594548551959
1953,Leeds,Ipswich,A,6,7,6,3,1.2265758091993184,1.037037037037037,1.2839506172839505,0.9199318568994889
1954,Southampton,Newcastle,H,9,7,4,8,0.9199318568994889,1.0864197530864197,0.8888888888888887,1.1243611584327087
1955,Sunderland,Derby,H,8,5,4,5,0.817717206132879,0.7901234567901233,0.6913580246913579,1.192504258943782
1956,Chelsea,Leicester,A,10,5,15,3,1.4991482112436116,0.9876543209876542,0.5432098765432098,0.9540034071550255
1957,Man City,Middlesbrough,D,4,2,9,3,0.6814310051107325,1.5308641975308641,1.2839506172839505,0.7155025553662692
1958,West Ham,Liverpool,D,4,2,9,0,0.817717206132879,0.9876543209876542,1.5308641975308641,0.8517887563884157
1959,Bradford,Southampton,A,6,4,7,5,0.6814310051107325,1.4320987654320987,0.6419753086419753,0.8858603066439523
1960,Coventry,West Ham,A,2,10,5,6,0.47700170357751276,1.1358024691358024,1.037037037037037,1.0221465076660987
1961,Derby,Leeds,D,7,6,7,4,0.7836456558773424,1.1851851851851851,1.3827160493827158,0.7495741056218058
1962,Ipswich,Arsenal,D,6,4,4,7,1.0562180579216354,0.7407407407407407,0.8888888888888887,0.8517887563884157
1963,Liverpool,Sunderland,D,6,3,12,3,1.362862010221465,0.6913580246913579,1.0864197530864197,0.8517887563884157
1964,Man United,Chelsea,D,5,5,8,4,1.6695059625212947,0.5925925925925926,1.1851851851851851,0.8517887563884157
1965,Middlesbrough,Aston Villa,D,5,7,5,5,0.6132879045996592,1.1358024691358024,0.9382716049382716,0.7836456558773424
1966,Newcastle,Charlton,A,5,2,4,7,0.8858603066439523,0.8395061728395061,0.9382716049382716,1.2947189097103917
1967,Tottenham,Man City,D,5,2,5,4,1.0562180579216354,0.7901234567901233,1.037037037037037,1.1584327086882453
1968,Leicester,Everton,D,4,3,9,3,0.9540034071550255,1.1358024691358024,0.7901234567901233,1.090289608177172
1969,Aston Villa,Derby,H,7,6,6,6,0.9199318568994889,0.9876543209876542,0.6913580246913579,1.192504258943782
1970,Charlton,Coventry,D,8,6,6,6,1.0562180579216354,0.9382716049382716,1.0864197530864197,1.362862010221465
1971,Everton,Ipswich,A,3,7,4,1,0.9880749574105622,1.3333333333333333,1.2839506172839505,0.9199318568994889
1972,Leeds,Tottenham,H,7,5,6,4,1.2265758091993184,1.037037037037037,0.7901234567901233,1.2947189097103917
1973,Man City,Newcastle,A,7,9,10,8,0.6814310051107325,1.5308641975308641,0.8888888888888887,1.1243611584327087
1974,Southampton,Middlesbrough,A,8,5,6,6,0.9199318568994889,1.0864197530864197,1.2839506172839505,0.7155025553662692
1975,West Ham,Bradford,D,6,6,7,2,0.817717206132879,0.9876543209876542,0.4938271604938271,1.3969335604770017
1976,Arsenal,Man United,H,5,4,3,11,1.533219761499148,0.6419753086419753,1.4814814814814814,0.6473594548551959
1977,Chelsea,Liverpool,H,5,2,3,1,1.4991482112436116,0.9876543209876542,1.5308641975308641,0.8517887563884157
1978,Sunderland,Leicester,D,5,2,6,2,0.817717206132879,0.7901234567901233,0.5432098765432098,0.9540034071550255
1979,Arsenal,Aston Villa,H,10,3,7,4,1.533219761499148,0.6419753086419753,0.9382716049382716,0.7836456558773424
1980,Coventry,Tottenham,H,5,5,3,5,0.47700170357751276,1.1358024691358024,0.7901234567901233,1.2947189097103917
1981,Everton,Southampton,D,3,4,9,8,0.9880749574105622,1.3333333333333333,0.6419753086419753,0.8858603066439523
1982,Ipswich,West Ham,D,8,2,8,5,1.0562180579216354,0.7407407407407407,1.037037037037037,1.0221465076660987
1983,Leeds,Charlton,H,10,8,8,5,1.2265758091993184,1.037037037037037,0.9382716049382716,1.2947189097103917
1984,Leicester,Man United,A,4,5,6,7,0.9540034071550255,1.1358024691358024,1.4814814814814814,0.6473594548551959
1985,Man City,Bradford,H,10,2,5,6,0.6814310051107325,1.5308641975308641,0.4938271604938271,1.3969335604770017
1986,Sunderland,Chelsea,H,11,2,5,0,0.817717206132879,0.7901234567901233,1.1851851851851851,0.8517887563884157
1987,Derby,Liverpool,A,0,11,4,3,0.7836456558773424,1.1851851851851851,1.5308641975308641,0.8517887563884157
1988,Middlesbrough,Newcastle,A,2,8,6,6,0.6132879045996592,1.1358024691358024,0.8888888888888887,1.1243611584327087
1989,Bradford,Ipswich,A,3,3,9,1,0.6814310051107325,1.4320987654320987,1.2839506172839505,0.9199318568994889
1990,Charlton,Middlesbrough,H,2,6,5,6,1.0562180579216354,0.9382716049382716,1.2839506172839505,0.7155025553662692
1991,Chelsea,Coventry,H,19,3,10,0,1.4991482112436116,0.9876543209876542,1.0864197530864197,1.362862010221465
1992,Liverpool,Leicester,H,11,3,10,9,1.362862010221465,0.6913580246913579,0.5432098765432098,0.9540034071550255
1993,Man United,Leeds,H,14,0,12,4,1.6695059625212947,0.5925925925925926,1.3827160493827158,0.7495741056218058
1994,Newcastle,Everton,A,4,4,5,4,0.8858603066439523,0.8395061728395061,0.7901234567901233,1.090289608177172
1995,Tottenham,Derby,H,8,7,7,4,1.0562180579216354,0.7901234567901233,0.6913580246913579,1.192504258943782
1996,West Ham,Arsenal,A,3,5,5,4,0.817717206132879,0.9876543209876542,0.8888888888888887,0.8517887563884157
1997,Aston Villa,Sunderland,D,4,3,7,3,0.9199318568994889,0.9876543209876542,1.0864197530864197,0.8517887563884157
1998,Southampton,Man City,A,6,4,9,3,0.9199318568994889,1.0864197530864197,1.037037037037037,1.1584327086882453
1999,Arsenal,Man City,H,14,2,10,4,1.533219761499148,0.6419753086419753,1.037037037037037,1.1584327086882453
2000,Aston Villa,Charlton,H,7,4,9,6,0.9199318568994889,0.9876543209876542,0.9382716049382716,1.2947189097103917
2001,Chelsea,Tottenham,H,7,3,2,3,1.4991482112436116,0.9876543209876542,0.7901234567901233,1.2947189097103917
2002,Ipswich,Middlesbrough,H,11,3,6,1,1.0562180579216354,0.7407407407407407,1.2839506172839505,0.7155025553662692
2003,Leicester,Derby,H,5,2,7,3,0.9540034071550255,1.1358024691358024,0.6913580246913579,1.192504258943782
2004,Man United,Southampton,H,8,5,7,7,1.6695059625212947,0.5925925925925926,0.6419753086419753,0.8858603066439523
2005,Sunderland,Coventry,H,7,4,1,3,0.817717206132879,0.7901234567901233,1.0864197530864197,1.362862010221465
2006,West Ham,Newcastle,H,4,5,3,8,0.817717206132879,0.9876543209876542,0.8888888888888887,1.1243611584327087
2007,Bradford,Leeds,D,6,9,5,9,0.6814310051107325,1.4320987654320987,1.3827160493827158,0.7495741056218058
2008,Liverpool,Everton,H,8,7,9,6,1.362862010221465,0.6913580246913579,0.7901234567901233,1.090289608177172
2009,Charlton,Bradford,H,7,8,3,6,1.0562180579216354,0.9382716049382716,0.4938271604938271,1.3969335604770017
2010,Coventry,Man United,A,2,6,3,9,0.47700170357751276,1.1358024691358024,1.4814814814814814,0.6473594548551959
2011,Leeds,Liverpool,H,7,8,7,7,1.2265758091993184,1.037037037037037,1.5308641975308641,0.8517887563884157
2012,Man City,Leicester,A,3,2,9,4,0.6814310051107325,1.5308641975308641,0.5432098765432098,0.9540034071550255
2013,Middlesbrough,Arsenal,A,3,8,5,8,0.6132879045996592,1.1358024691358024,0.8888888888888887,0.8517887563884157
2014,Newcastle,Ipswich,H,6,5,7,4,0.8858603066439523,0.8395061728395061,1.2839506172839505,0.9199318568994889
2015,Southampton,Chelsea,H,4,4,7,7,0.9199318568994889,1.0864197530864197,1.1851851851851851,0.8517887563884157
2016,Tottenham,Sunderland,H,6,3,8,7,1.0562180579216354,0.7901234567901233,1.0864197530864197,0.8517887563884157
2017,Everton,Aston Villa,A,6,1,6,2,0.9880749574105622,1.3333333333333333,0.9382716049382716,0.7836456558773424
2018,Derby,West Ham,D,2,6,6,1,0.7836456558773424,1.1851851851851851,1.037037037037037,1.0221465076660987
2019,Arsenal,Derby,D,9,2,10,0,1.533219761499148,0.6419753086419753,0.6913580246913579,1.192504258943782
2020,Aston Villa,Tottenham,H,6,2,10,1,0.9199318568994889,0.9876543209876542,0.7901234567901233,1.2947189097103917
2021,Bradford,Everton,A,6,4,3,3,0.6814310051107325,1.4320987654320987,0.7901234567901233,1.090289608177172
2022,Ipswich,Charlton,H,13,4,13,3,1.0562180579216354,0.7407407407407407,0.9382716049382716,1.2947189097103917
2023,Leicester,Newcastle,D,4,1,0,3,0.9540034071550255,1.1358024691358024,0.8888888888888887,1.1243611584327087
2024,Man United,Middlesbrough,H,11,1,10,0,1.6695059625212947,0.5925925925925926,1.2839506172839505,0.7155025553662692
2025,Sunderland,Southampton,D,5,5,7,4,0.817717206132879,0.7901234567901233,0.6419753086419753,0.8858603066439523
2026,West Ham,Man City,H,11,5,7,5,0.817717206132879,0.9876543209876542,1.037037037037037,1.1584327086882453
2027,Chelsea,Leeds,D,7,3,3,2,1.4991482112436116,0.9876543209876542,1.3827160493827158,0.7495741056218058
2028,Liverpool,Coventry,H,13,5,7,1,1.362862010221465,0.6913580246913579,1.0864197530864197,1.362862010221465
2029,Charlton,Chelsea,H,6,3,4,5,1.0562180579216354,0.9382716049382716,1.1851851851851851,0.8517887563884157
2030,Derby,Bradford,H,3,4,2,4,0.7836456558773424,1.1851851851851851,0.4938271604938271,1.3969335604770017
2031,Everton,Arsenal,H,2,2,3,5,0.9880749574105622,1.3333333333333333,0.8888888888888887,0.8517887563884157
2032,Leeds,West Ham,A,6,3,2,2,1.2265758091993184,1.037037037037037,1.037037037037037,1.0221465076660987
2033,Man City,Man United,A,4,4,10,11,0.6814310051107325,1.5308641975308641,1.4814814814814814,0.6473594548551959
2034,Middlesbrough,Leicester,A,4,7,6,2,0.6132879045996592,1.1358024691358024,0.5432098765432098,0.9540034071550255
2035,Newcastle,Sunderland,A,9,6,1,4,0.8858603066439523,0.8395061728395061,1.0864197530864197,0.8517887563884157
2036,Southampton,Aston Villa,H,3,3,3,3,0.9199318568994889,1.0864197530864197,0.9382716049382716,0.7836456558773424
2037,Tottenham,Liverpool,H,4,4,6,5,1.0562180579216354,0.7901234567901233,1.5308641975308641,0.8517887563884157
2038,Coventry,Ipswich,A,5,4,5,5,0.47700170357751276,1.1358024691358024,1.2839506172839505,0.9199318568994889
2039,Charlton,Sunderland,A,2,3,7,8,1.0562180579216354,0.9382716049382716,1.0864197530864197,0.8517887563884157
2040,Coventry,Aston Villa,D,2,4,6,1,0.47700170357751276,1.1358024691358024,0.9382716049382716,0.7836456558773424
2041,Derby,Man United,A,0,7,3,9,0.7836456558773424,1.1851851851851851,1.4814814814814814,0.6473594548551959
2042,Everton,Chelsea,H,5,6,1,4,0.9880749574105622,1.3333333333333333,1.1851851851851851,0.8517887563884157
2043,Man City,Ipswich,A,4,4,6,5,0.6814310051107325,1.5308641975308641,1.2839506172839505,0.9199318568994889
2044,Middlesbrough,Bradford,D,9,5,6,4,0.6132879045996592,1.1358024691358024,0.4938271604938271,1.3969335604770017
2045,Southampton,West Ham,A,5,8,6,10,0.9199318568994889,1.0864197530864197,1.037037037037037,1.0221465076660987
2046,Tottenham,Leicester,H,7,5,5,8,1.0562180579216354,0.7901234567901233,0.5432098765432098,0.9540034071550255
2047,Leeds,Arsenal,H,6,3,8,4,1.2265758091993184,1.037037037037037,0.8888888888888887,0.8517887563884157
2048,Newcastle,Liverpool,H,6,9,5,11,0.8858603066439523,0.8395061728395061,1.5308641975308641,0.8517887563884157
2049,Arsenal,Southampton,H,12,5,16,8,1.533219761499148,0.6419753086419753,0.6419753086419753,0.8858603066439523
2050,Aston Villa,Newcastle,D,4,5,8,2,0.9199318568994889,0.9876543209876542,0.8888888888888887,1.1243611584327087
2051,Bradford,Coventry,H,6,7,9,8,0.6814310051107325,1.4320987654320987,1.0864197530864197,1.362862010221465
2052,Ipswich,Derby,A,5,3,6,1,1.0562180579216354,0.7407407407407407,0.6913580246913579,1.192504258943782
2053,Leicester,Leeds,H,5,4,0,6,0.9540034071550255,1.1358024691358024,1.3827160493827158,0.7495741056218058
2054,Liverpool,Charlton,H,3,2,6,5,1.362862010221465,0.6913580246913579,0.9382716049382716,1.2947189097103917
